EB_inkap_x_inkap,EB_inkap_x_reckap,EB_rot_inkap_x_reckap,EB_reckap_x_reckap,EB_rot_reckap_x_reckap
44905.69938561534,0.0,0.0,0.0,0.0
6688.816114635236,0.0,0.0,0.0,0.0
12524.182183799516,-0.02325861681456176,-0.021820967094283456,-0.02325861681456176,-0.021820967094283456
10259.115074924424,-0.0014563373950904827,-0.002155142636959858,-0.0014563373950904827,-0.002155142636959858
11278.466741393855,0.0145633448492169,0.015040213859088096,0.0145633448492169,0.015040213859088096
21417.83084270463,0.012244428699810522,0.01451650531680504,0.012244428699810522,0.01451650531680504
43427.32491499279,0.02467459746956962,0.021934941289947756,0.02467459746956962,0.021934941289947756
40909.13766421775,0.016959041593365434,0.01950235796831021,0.016959041593365434,0.01950235796831021
61482.800930727724,-0.03990489478549307,-0.04011500879376783,-0.03990489478549307,-0.04011500879376783
69164.26952768174,0.04551061001859197,0.04513387769436256,0.04551061001859197,0.04513387769436256
52475.06162659981,0.0240208303385717,0.023952377972701302,0.0240208303385717,0.023952377972701302
57172.11897577323,-0.011827851981310162,-0.01115065504023593,-0.011827851981310162,-0.01115065504023593
38829.39371460958,0.016678621257396057,0.017312295299212584,0.016678621257396057,0.017312295299212584
35886.82153160752,0.022853100501761963,0.02306670640068956,0.022853100501761963,0.02306670640068956
27493.844879077853,-0.005857719812210305,-0.005477475635125274,-0.005857719812210305,-0.005477475635125274
30045.66847444551,0.010768602623377584,0.010137017095449428,0.010768602623377584,0.010137017095449428
41630.711043025716,0.0036048381135902062,0.00462524939298979,0.0036048381135902062,0.00462524939298979
22532.890192352712,-0.001317275976712852,-0.0016205538898166735,-0.001317275976712852,-0.0016205538898166735
32144.51700566066,-0.019282269081088405,-0.020858434412366345,-0.019282269081088405,-0.020858434412366345
30047.39954772125,0.007333921001279804,0.007825993253457546,0.007333921001279804,0.007825993253457546
28318.276785957467,0.015562038459416973,0.01599771118672104,0.015562038459416973,0.01599771118672104
42915.1891740833,-0.018709761501809356,-0.017770698858824253,-0.018709761501809356,-0.017770698858824253
23109.99506744665,-0.002907049639817603,-0.003575925980855495,-0.002907049639817603,-0.003575925980855495
41328.81904632844,4.76047866806528e-05,-0.0016426661791705995,4.76047866806528e-05,-0.0016426661791705995
21879.813385879283,0.0039009605821681004,0.0043908529036407766,0.0039009605821681004,0.0043908529036407766
36497.02564020196,0.010195736425141405,0.00998603658086509,0.010195736425141405,0.00998603658086509
21961.0448862001,0.016696229164673212,0.01737468584424065,0.016696229164673212,0.01737468584424065
31644.714236738746,0.025786159265314634,0.025417948564691067,0.025786159265314634,0.025417948564691067
32748.612199356987,0.0069519954392482115,0.006550392568855788,0.0069519954392482115,0.006550392568855788
30450.60997084789,-0.007108778656374008,-0.006476847240647176,-0.007108778656374008,-0.006476847240647176
23301.60192940853,0.004962284254717772,0.004705793552407269,0.004962284254717772,0.004705793552407269
26003.598824492237,0.0025573523672030103,0.003099594235971826,0.0025573523672030103,0.003099594235971826
21921.28615568423,0.0037264279301580964,0.004240005429088636,0.0037264279301580964,0.004240005429088636
38388.46742155467,0.007134895386049355,0.006513729368233543,0.007134895386049355,0.006513729368233543
35197.378266137595,0.013774420423242997,0.01330249287582683,0.013774420423242997,0.01330249287582683
39990.881296686304,-0.0032263550283849664,-0.003431359127335392,-0.0032263550283849664,-0.003431359127335392
32532.837762161304,0.013321441073838956,0.014049176384628844,0.013321441073838956,0.014049176384628844
26358.191227506548,-0.0018555227661708337,-0.0014040208823282913,-0.0018555227661708337,-0.0014040208823282913
31091.129773202927,-0.007963622983618529,-0.007483079251823183,-0.007963622983618529,-0.007483079251823183
26862.639018813978,0.012869965917562166,0.013432527478596608,0.012869965917562166,0.013432527478596608
38208.893446630675,0.004093386875549062,0.0035904694216687912,0.004093386875549062,0.0035904694216687912
39964.96881247127,-0.008955586789983415,-0.008079030287865123,-0.008955586789983415,-0.008079030287865123
31114.52607623526,-0.015667218803488724,-0.01559227553818422,-0.015667218803488724,-0.01559227553818422
35721.433253228686,-0.024018802116299972,-0.02352368490066654,-0.024018802116299972,-0.02352368490066654
26698.573422657075,0.007506560921063074,0.006902367777605357,0.007506560921063074,0.006902367777605357
23792.92731415993,-0.008257221732389467,-0.00872103548084026,-0.008257221732389467,-0.00872103548084026
29338.714727949337,-0.0019473279525714753,-0.002049271670815492,-0.0019473279525714753,-0.002049271670815492
30949.48553535767,0.008766153762852946,0.007843454116883803,0.008766153762852946,0.007843454116883803
30543.595191707656,0.0006975004052666013,0.0009292051477142755,0.0006975004052666013,0.0009292051477142755
34651.19463831628,0.004331454036377223,0.005024316682660685,0.004331454036377223,0.005024316682660685
25854.172585506745,0.00034997562490602426,2.0497413835445106e-05,0.00034997562490602426,2.0497413835445106e-05
38517.46196464889,0.010097274090433228,0.009507203577835709,0.010097274090433228,0.009507203577835709
34950.97780601134,-0.000572790780701077,-0.0012084856842643666,-0.000572790780701077,-0.0012084856842643666
33675.5192790251,-0.00011046472009922495,0.00032800818664209064,-0.00011046472009922495,0.00032800818664209064
35356.88061565692,-0.003232611569977753,-0.002688271435396497,-0.003232611569977753,-0.002688271435396497
32225.556908389062,-0.008938654083266476,-0.00938913233600623,-0.008938654083266476,-0.00938913233600623
34632.59826279336,0.005554794414984077,0.0063016634963552,0.005554794414984077,0.0063016634963552
37294.663049620016,-0.012457143189246558,-0.013217617625586467,-0.012457143189246558,-0.013217617625586467
35946.517439159696,0.00011076825867952805,0.00034931075142064367,0.00011076825867952805,0.00034931075142064367
30289.851684193545,-0.0004100280364071544,5.922333409261666e-05,-0.0004100280364071544,5.922333409261666e-05
25313.36418526704,0.007171902222327224,0.00697424207213846,0.007171902222327224,0.00697424207213846
31312.02666398928,0.008025714721943227,0.008309997760162198,0.008025714721943227,0.008309997760162198
