EB_inkap_x_inkap,EB_inkap_x_reckap,EB_reckap_x_reckap,EB_rot_inkap_x_reckap,EB_rot_reckap_x_reckap
0.0,0.0,0.0,0.0,0.0
6688.816114635236,0.0,0.0,0.0,0.0
12524.182183799516,-0.023258616814562295,-0.023258616814562295,-0.021820967094283453,-0.021820967094283453
10259.115074924424,-0.0014563373950904957,-0.0014563373950904957,-0.0021551426369599905,-0.0021551426369599905
11278.466741393855,0.01456334484921665,0.01456334484921665,0.015040213859087893,0.015040213859087893
21417.83084270463,0.012244428699810754,0.012244428699810754,0.014516505316804873,0.014516505316804873
43427.32491499279,0.024674597469569508,0.024674597469569508,0.021934941289947996,0.021934941289947996
40909.13766421775,0.01695904159336542,0.01695904159336542,0.019502357968310194,0.019502357968310194
61482.800930727724,-0.039904894785492806,-0.039904894785492806,-0.04011500879376789,-0.04011500879376789
69164.26952768175,0.045510610018592,0.045510610018592,0.04513387769436262,0.04513387769436262
52475.06162659981,0.02402083033857169,0.02402083033857169,0.023952377972701416,0.023952377972701416
57172.11897577323,-0.011827851981310238,-0.011827851981310238,-0.011150655040235683,-0.011150655040235683
38829.39371460958,0.01667862125739601,0.01667862125739601,0.017312295299212695,0.017312295299212695
35886.82153160752,0.022853100501762022,0.022853100501762022,0.023066706400689568,0.023066706400689568
27493.844879077853,-0.005857719812210305,-0.005857719812210305,-0.005477475635125258,-0.005477475635125258
30045.668474445516,0.010768602623377622,0.010768602623377622,0.010137017095449317,0.010137017095449317
41630.71104302572,0.0036048381135902184,0.0036048381135902184,0.004625249392989863,0.004625249392989863
22532.890192352712,-0.001317275976712859,-0.001317275976712859,-0.0016205538898166152,-0.0016205538898166152
32144.51700566066,-0.019282269081088387,-0.019282269081088387,-0.020858434412366282,-0.020858434412366282
30047.399547721252,0.007333921001279795,0.007333921001279795,0.007825993253457543,0.007825993253457543
28318.276785957467,0.015562038459416984,0.015562038459416984,0.015997711186721015,0.015997711186721015
42915.1891740833,-0.01870976150180939,-0.01870976150180939,-0.01777069885882431,-0.01777069885882431
23109.99506744665,-0.0029070496398175823,-0.0029070496398175823,-0.003575925980855447,-0.003575925980855447
41328.81904632844,4.760478668065088e-05,4.760478668065088e-05,-0.0016426661791706142,-0.0016426661791706142
21879.81338587928,0.003900960582168121,0.003900960582168121,0.004390852903640773,0.004390852903640773
36497.02564020195,0.010195736425141405,0.010195736425141405,0.009986036580865072,0.009986036580865072
21961.04488620011,0.0166962291646732,0.0166962291646732,0.017374685844240633,0.017374685844240633
31644.714236738746,0.025786159265314638,0.025786159265314638,0.02541794856469103,0.02541794856469103
32748.612199356987,0.00695199543924822,0.00695199543924822,0.0065503925688558135,0.0065503925688558135
30450.60997084789,-0.00710877865637401,-0.00710877865637401,-0.006476847240647146,-0.006476847240647146
23301.60192940853,0.0049622842547177685,0.0049622842547177685,0.004705793552407278,0.004705793552407278
26003.59882449223,0.002557352367203018,0.002557352367203018,0.00309959423597184,0.00309959423597184
21921.286155684225,0.0037264279301581194,0.0037264279301581194,0.004240005429088628,0.004240005429088628
38388.46742155467,0.007134895386049354,0.007134895386049354,0.006513729368233546,0.006513729368233546
35197.37826613761,0.013774420423242997,0.013774420423242997,0.013302492875826837,0.013302492875826837
39990.88129668631,-0.0032263550283849734,-0.0032263550283849734,-0.003431359127335381,-0.003431359127335381
32532.8377621613,0.01332144107383897,0.01332144107383897,0.014049176384628848,0.014049176384628848
26358.191227506548,-0.0018555227661708567,-0.0018555227661708567,-0.0014040208823283124,-0.0014040208823283124
31091.129773202927,-0.007963622983618506,-0.007963622983618506,-0.007483079251823192,-0.007483079251823192
26862.639018813985,0.012869965917562154,0.012869965917562154,0.0134325274785966,0.0134325274785966
38208.89344663067,0.004093386875549053,0.004093386875549053,0.0035904694216688,0.0035904694216688
39964.96881247127,-0.008955586789983401,-0.008955586789983401,-0.00807903028786513,-0.00807903028786513
31114.526076235266,-0.015667218803488727,-0.015667218803488727,-0.015592275538184217,-0.015592275538184217
35721.43325322868,-0.02401880211629996,-0.02401880211629996,-0.02352368490066654,-0.02352368490066654
26698.57342265707,0.00750656092106306,0.00750656092106306,0.006902367777605368,0.006902367777605368
23792.92731415993,-0.008257221732389472,-0.008257221732389472,-0.008721035480840243,-0.008721035480840243
29338.714727949337,-0.0019473279525714828,-0.0019473279525714828,-0.002049271670815491,-0.002049271670815491
30949.48553535767,0.00876615376285294,0.00876615376285294,0.0078434541168838,0.0078434541168838
30543.595191707653,0.0006975004052665918,0.0006975004052665918,0.0009292051477142657,0.0009292051477142657
34651.19463831629,0.004331454036377232,0.004331454036377232,0.0050243166826606876,0.0050243166826606876
25854.172585506745,0.00034997562490601694,0.00034997562490601694,2.0497413835442084e-05,2.0497413835442084e-05
38517.46196464889,0.010097274090433242,0.010097274090433242,0.009507203577835716,0.009507203577835716
34950.97780601133,-0.000572790780701076,-0.000572790780701076,-0.0012084856842643503,-0.0012084856842643503
33675.5192790251,-0.00011046472009922158,-0.00011046472009922158,0.00032800818664210284,0.00032800818664210284
35356.88061565692,-0.0032326115699777454,-0.0032326115699777454,-0.002688271435396499,-0.002688271435396499
32225.55690838906,-0.008938654083266478,-0.008938654083266478,-0.009389132336006231,-0.009389132336006231
34632.59826279336,0.0055547944149840845,0.0055547944149840845,0.0063016634963552025,0.0063016634963552025
37294.663049620016,-0.012457143189246553,-0.012457143189246553,-0.013217617625586453,-0.013217617625586453
35946.517439159696,0.00011076825867954116,0.00011076825867954116,0.0003493107514206387,0.0003493107514206387
30289.85168419354,-0.00041002803640715236,-0.00041002803640715236,5.922333409261748e-05,5.922333409261748e-05
25313.364185267044,0.007171902222327222,0.007171902222327222,0.006974242072138459,0.006974242072138459
31312.02666398928,0.00802571472194323,0.00802571472194323,0.008309997760162186,0.008309997760162186
25958.15534908094,0.005160064263296303,0.005160064263296303,0.005287019845130342,0.005287019845130342
30031.27801857527,0.002201137846910552,0.002201137846910552,0.0028866479091063887,0.0028866479091063887
35887.49203073708,0.012081467564541945,0.012081467564541945,0.01243199187876792,0.01243199187876792
